distributor_code,distributor_name,account_profile_class,report_month,commission_owed,amount_paid,amount_unpaid,payment_rate,payment_status,payment_channel,payment_date,exception_flag,data_source
255072,Odl Telecommunications Ltd,CONNECT HUB,202602,22448.329999999998,20203.5,2244.83,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19716,Continental Computers Ltd,DATA PARTNERS,202602,22186.030000000002,19967.43,2218.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19814,Emirate System Ltd,DATA PARTNERS,202602,22029.739999999998,19826.77,2202.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19905,First March Communications Intl Ltd,CONNECT STORES,202602,21767.420000000002,19590.68,2176.74,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
296078,Omani Gallery Ltd,PENTAGON FRANCHISE,202602,21767.380000000005,19590.64,2176.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350061,Communication Facilitators Ltd,PENTAGON FRANCHISE,202602,21767.38,19590.64,2176.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
129045,Jonel Mobile Netzone Ltd,ENTERPRISE BUSINESS,202602,21454.859999999997,19309.37,2145.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
20020,Salmana View Communication Ltd,DATA PARTNERS,202602,21348.81,19213.93,2134.88,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19679,Lungun Fulani Nigeria Ltd,DATA PARTNERS,202602,21348.79,19213.91,2134.88,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19464,Wolid International Services Ltd,CONNECT STORES,202602,21348.770000000004,19213.89,2134.88,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
423159,Muneso Business Hub Ltd,PENTAGON FRANCHISE,202602,21348.77,19213.89,2134.88,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19595,Odl Telecommunications Ltd,CONNECT STORES,202602,21348.77,12809.26,8539.51,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
310070,Confide Technologies Ltd,PENTAGON FRANCHISE,202602,21348.77,19213.89,2134.88,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349067,Grace and Glory Telecoms Ltd,PENTAGON FRANCHISE,202602,21348.77,19213.89,2134.88,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379096,Extremenet Comm Links and Data Solutions Ltd,PENTAGON FRANCHISE,202602,21036.269999999997,18932.64,2103.63,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295079,Modest Communications Ltd,PENTAGON FRANCHISE,202602,20930.18,18837.16,2093.02,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
240047,Consumer Links Ltd,ENTERPRISE BUSINESS,202602,20773.93,18696.54,2077.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357091,Osahenrhunmwen K O Ventures Ltd,PENTAGON FRANCHISE,202602,20773.910000000003,18696.52,2077.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
45025,Sani Danja Nigeria Ltd,DATA PARTNERS,202602,20511.59,18460.43,2051.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19833,Geetee Royal Services Ltd,CONNECT STORES,202602,20511.59,12306.95,8204.64,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19518,Rayuwa Mobile Ltd,DATA PARTNERS,202602,20511.570000000003,18460.41,2051.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19867,Bello Kano Com,DATA PARTNERS,202602,20511.57,18460.41,2051.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357069,Joshfat Global Investment Ltd,PENTAGON FRANCHISE,202602,20355.32,18319.79,2035.53,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19697,Chummy Computers Ltd,DATA PARTNERS,202602,20093.0,8037.2,12055.8,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
19540,Tetra Communications Ltd,CONNECT STORES,202602,20092.980000000003,18083.68,2009.3,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
313064,Olu S Sharp Sharp Ventures Ltd,PENTAGON FRANCHISE,202602,20092.98,18083.68,2009.3,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
79042,Yisab Nigeria Ltd,FIXED BROADBAND,202602,19674.370000000003,17706.93,1967.44,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19486,Natalle Synergy Nigeria Ltd,DATA PARTNERS,202602,19674.37,17706.93,1967.44,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
20044,Demmy Global Resources Ltd,DEALER,202602,19674.369999999995,17706.93,1967.44,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19416,Takof Classic Ventures,DATA PARTNERS,202602,19518.12,17566.31,1951.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353066,El-Shaddai Image Creation Concepts Ltd,PENTAGON FRANCHISE,202602,19518.100000000002,17566.29,1951.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344061,Swift Wireless Ltd,PENTAGON FRANCHISE,202602,19518.1,17566.29,1951.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
306062,Malcolm Communication Services Ltd,PENTAGON FRANCHISE,202602,19255.780000000002,17330.2,1925.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
356071,Gobir Jega Investment Ltd,PENTAGON FRANCHISE,202602,19255.760000000002,17330.18,1925.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
323083,Pace Setter Glorious Seed Ltd,PENTAGON FRANCHISE,202602,19099.51,17189.56,1909.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
355060,Abdul Communication Akwanga,PENTAGON FRANCHISE,202602,19099.509999999995,17189.56,1909.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19677,Livingspring Communications Ltd,DATA PARTNERS,202602,18837.190000000002,16953.47,1883.72,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19510,Iyke Wireless Solutions Ltd,DATA PARTNERS,202602,18837.170000000002,16953.45,1883.72,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19482,Multitelco Service Providers Ltd,DATA PARTNERS,202602,18837.17,16953.45,1883.72,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19656,MUSAIMA VENTURES LIMITED,DATA PARTNERS,202602,18837.17,16953.45,1883.72,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
53023,Mazeli Trading Places Ltd,DATA PARTNERS,202602,18837.15,16953.44,1883.71,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
63048,Arconhills Communication Ltd,DATA PARTNERS,202602,18837.149999999998,16953.43,1883.72,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19757,Maiburgami Company Nigeria Ltd,DATA PARTNERS,202602,18418.58,16576.72,1841.86,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19685,Charleson Industrial Supplies Ltd,DEALER,202602,18262.309999999998,10957.39,7304.92,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
280069,Bansan Solutions Ltd,PENTAGON FRANCHISE,202602,17999.99,16199.99,1800.0,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19616,Penzance Nigeria Ltd,DATA PARTNERS,202602,17999.95,16199.96,1799.99,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
290073,Grantolyn Technologies,PENTAGON FRANCHISE,202602,17999.95,16199.96,1799.99,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
388084,Grownet Tech Global Services Ltd,ENTERPRISE BUSINESS,202602,17843.72,16059.35,1784.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
176057,Gazzaz Communication Ltd,DEALER,202602,17687.43,15918.69,1768.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19422,Gwills Nigeria Ltd,DEALER,202602,17581.38,15823.24,1758.14,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19894,Fantel Nigeria Ltd,DEALER,202602,17581.38,15823.24,1758.14,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19321,Golden Rule Communications Ltd,DEALER,202602,17581.379999999997,15823.24,1758.14,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21238,Rich Solar Technology Ltd,DATA PARTNERS,202602,17581.379999999997,15823.24,1758.14,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294091,Confide Technologies Ltd,ENTERPRISE BUSINESS,202602,17581.34,15823.21,1758.13,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
314063,Algon Resources Nigeria Ltd,PENTAGON FRANCHISE,202602,17581.339999999997,15823.21,1758.13,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21251,Balmari Investment Nigeria Ltd,DATA PARTNERS,202602,17581.339999999997,15823.21,1758.13,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
332068,Habbaj Global Resources Ltd,FIXED BROADBAND,202602,17581.339999999997,15823.21,1758.13,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19849,Great Cosmology Mobile,DATA PARTNERS,202602,17425.089999999997,15682.58,1742.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357092,Ade-Square Global Resources Ltd,PENTAGON FRANCHISE,202602,17425.089999999997,15682.58,1742.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19956,Glonat Consult Ltd,DATA PARTNERS,202602,17162.77,15446.49,1716.28,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19429,I. I. Brothers Connect Ltd,DATA PARTNERS,202602,17162.75,15446.48,1716.27,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19981,Hilkiah Alpha Ltd,DATA PARTNERS,202602,17006.5,15305.85,1700.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19517,Raims Communications Ltd,DATA PARTNERS,202602,16744.16,15069.74,1674.42,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19362,Mobile City International Ltd,DATA PARTNERS,202602,16744.16,15069.74,1674.42,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365100,Ajuwaylia Ltd,PENTAGON FRANCHISE,202602,16744.14,15069.73,1674.41,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294086,Mastas Technologies Nigeria Ltd,PENTAGON FRANCHISE,202602,16744.14,15069.73,1674.41,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19581,Maryabik Global Services Ltd,CONNECT STORES,202602,16431.62,9858.97,6572.65,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
372071,Prince C. More Sam Communications Ltd,PENTAGON FRANCHISE,202602,16431.62,14788.46,1643.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19910,Gobir Jega Investment Ltd,DATA PARTNERS,202602,16325.569999999998,14693.01,1632.56,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
63049,Zulma Resources Ltd,DATA PARTNERS,202602,16325.55,14692.99,1632.56,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
219047,Maiburgami Company Nigeria Ltd,ENTERPRISE BUSINESS,202602,16325.55,14692.99,1632.56,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19427,Home Croft Ltd,CONNECT STORES,202602,16325.529999999997,9795.32,6530.21,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
280061,Keskese Ltd,PENTAGON FRANCHISE,202602,16169.28,14552.35,1616.93,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
203045,Tee and T Winning Ways Ltd,CONNECT STORES,202602,16169.279999999999,9701.57,6467.71,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
329064,Saravcom Ltd,PENTAGON FRANCHISE,202602,16169.279999999997,14552.35,1616.93,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
332064,Tech-Tee-Merkay Communication Nigeria Ltd,PENTAGON FRANCHISE,202602,15906.960000000001,14316.26,1590.7,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
342068,Muriba Global Ventures Ltd,PENTAGON FRANCHISE,202602,15750.669999999998,14175.6,1575.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337071,Consumer Links Ltd,PENTAGON FRANCHISE,202602,15750.669999999998,14175.6,1575.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19641,Pure Silver Communications Ltd,DATA PARTNERS,202602,15488.349999999999,13939.51,1548.84,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349087,Zodiac Worldwide Enterprises Ltd,ENTERPRISE BUSINESS,202602,15069.72,13562.75,1506.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365078,Dynamic Kt Smart Nigeria Ltd,PENTAGON FRANCHISE,202602,15069.719999999998,13562.75,1506.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19411,Sudha Nigeria Ltd,DEALER,202602,15069.719999999998,13562.75,1506.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19694,Cherish Global Concept Ltd,DEALER,202602,14913.47,13422.12,1491.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19481,Samdee Resourceful Ventures Ltd,DATA PARTNERS,202602,14913.469999999998,13422.12,1491.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19949,Emedi General Services Nig Ltd,DATA PARTNERS,202602,14651.15,13186.03,1465.12,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349081,JQ Services Ltd,PENTAGON FRANCHISE,202602,14494.859999999999,13045.37,1449.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
355063,Merit Logistic Mobile Communication Ltd,PENTAGON FRANCHISE,202602,14494.859999999997,13045.37,1449.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19763,Macsworth Global Services Nigeria Ltd,DATA PARTNERS,202602,14232.56,12809.3,1423.26,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
291068,Eserve Global Links Ltd,PENTAGON FRANCHISE,202602,14232.56,12809.3,1423.26,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
61028,Kurna Rahama International Communication Ltd,DATA PARTNERS,202602,14232.54,12809.29,1423.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294062,Intafez Projects Ltd,PENTAGON FRANCHISE,202602,14232.519999999999,12809.27,1423.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
360064,Eggieprince-D Connections Ltd,PENTAGON FRANCHISE,202602,14232.519999999999,12809.27,1423.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19323,Golden Rule Communications Ltd,DEALER,202602,14232.519999999999,12809.27,1423.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19879,Equal Connect Services Ltd,CONNECT STORES,202602,14232.519999999999,8539.51,5693.01,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19918,Grand Towers Communications Ltd,CONNECT STORES,202602,14232.519999999999,12809.27,1423.25,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19668,Kojeh Telecoms Ltd,DATA PARTNERS,202602,14232.519999999997,12809.27,1423.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365116,Sableen Communications Ltd,PENTAGON FRANCHISE,202602,14076.27,12668.64,1407.63,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
358069,Loab Mega Nig Ltd,PENTAGON FRANCHISE,202602,14076.269999999999,12668.64,1407.63,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
345068,Alvin Technology Ltd,PENTAGON FRANCHISE,202602,13813.93,12432.54,1381.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
206054,Dangaske Global Resources and Comm Service Ltd,FIXED BROADBAND,202602,13813.91,12432.52,1381.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21252,Balmari Investment Nigeria Ltd,ENTERPRISE BUSINESS,202602,13813.909999999998,12432.52,1381.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311074,Ramson International Communication And Trade Ltd,PENTAGON FRANCHISE,202602,13813.909999999998,12432.52,1381.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344060,Standril Geological Services Ltd,PENTAGON FRANCHISE,202602,13813.909999999998,12432.52,1381.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365083,Chibross Communication Ltd,PENTAGON FRANCHISE,202602,13813.909999999998,12432.52,1381.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19772,Shukuriyya Global Ventures Ltd,DATA PARTNERS,202602,13813.909999999998,12432.52,1381.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19463,Wolid International Services Ltd,CONNECT STORES,202602,13657.659999999998,8194.6,5463.06,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
115058,Keskese Ltd,CONNECT HUB,202602,13395.34,12055.81,1339.53,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
365110,Ennieris Multipurpose Nigeria Ltd,PENTAGON FRANCHISE,202602,13395.32,12055.79,1339.53,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
281061,Na Allah Communications,PENTAGON FRANCHISE,202602,13395.32,12055.79,1339.53,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
115034,Fantel Technologies Ltd,CONNECT HUB,202602,13239.07,11915.16,1323.91,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
337058,Benzin Hub Nigeria Ltd,PENTAGON FRANCHISE,202602,13239.07,11915.16,1323.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311066,Delbase Resource Ltd,PENTAGON FRANCHISE,202602,13239.05,11915.15,1323.9,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
107035,Esdan Dynamics Ltd,ENTERPRISE BUSINESS,202602,13239.05,11915.15,1323.9,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19917,Grand Towers Communications Ltd,CONNECT STORES,202602,13239.05,7943.43,5295.62,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
337075,Flambards Ltd,PENTAGON FRANCHISE,202602,13239.049999999997,11915.14,1323.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365089,Mannir Easy Communication Nig Ltd,PENTAGON FRANCHISE,202602,12976.75,11679.08,1297.67,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19485,Nakowa Telecommunications,DATA PARTNERS,202602,12976.71,11679.04,1297.67,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
282053,Nastech and Associates Ltd,ENTERPRISE BUSINESS,202602,12976.71,11679.04,1297.67,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19391,Sonnakom Ltd,DATA PARTNERS,202602,12976.71,11679.04,1297.67,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
392087,Trinity Saint Communication Ltd,PENTAGON FRANCHISE,202602,12820.46,11538.41,1282.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
280063,Lathoma Global Ltd,PENTAGON FRANCHISE,202602,12558.14,11302.33,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
73036,Safetyniche Ltd,DATA PARTNERS,202602,12558.14,11302.33,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
50046,Al-Miftah Telecommunications Ltd,DATA PARTNERS,202602,12558.14,11302.33,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
20031,Point Technologies Ltd,DATA PARTNERS,202602,12558.119999999999,11302.31,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19807,Awammar Nigeria Ltd,DATA PARTNERS,202602,12558.119999999999,11302.31,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19497,Nortel Communication Ltd,CONNECT STORES,202602,12558.119999999999,11302.31,1255.81,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19787,Alpha Tex Solutions Ltd,CONNECT STORES,202602,12558.119999999999,11302.31,1255.81,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
332065,Plowsharedge Nigeria Ltd,PENTAGON FRANCHISE,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
338060,Duniya Communcation Ltd,PENTAGON FRANCHISE,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
319063,Badali Communications Ltd,PENTAGON FRANCHISE,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
416142,C and C Mega Communication Services Ltd,ENTERPRISE BUSINESS,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19365,Moonwalker Connect Ltd,CONNECT STORES,202602,12558.099999999999,7534.86,5023.24,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19393,Speakeezee Connect Ltd,CONNECT STORES,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19663,Karavan Communications Ltd,DATA PARTNERS,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19625,Pnn Connect Lite Ltd,CONNECT STORES,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
295082,Yisab Nigeria Ltd,PENTAGON FRANCHISE,202602,12558.099999999999,11302.29,1255.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
388070,Eaglecrown Telecommunications Ltd,PENTAGON FRANCHISE,202602,12401.85,11161.67,1240.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365122,A. B. Y Communication Ltd,PENTAGON FRANCHISE,202602,12401.849999999999,11161.66,1240.19,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
45024,Beli Technology Ltd,DATA PARTNERS,202602,12139.529999999999,10925.58,1213.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
396095,Cocomment Integration Services Ltd,FIXED BROADBAND,202602,12139.51,7283.71,4855.8,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19417,Talkcenta Nigeria Ltd,DATA PARTNERS,202602,12139.509999999998,10925.56,1213.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
380078,El-Ruson Network Services Ltd,PENTAGON FRANCHISE,202602,11983.24,10784.92,1198.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
360060,Dominion Trust Integrated Services Nig Ltd,PENTAGON FRANCHISE,202602,11983.239999999998,10784.92,1198.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365075,Global Dammy Communication And It Services Ltd,PENTAGON FRANCHISE,202602,11983.239999999998,10784.92,1198.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337072,Optimal Device Technology Ltd,PENTAGON FRANCHISE,202602,11720.92,10548.83,1172.09,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311075,Mizore Ventures Ltd,PENTAGON FRANCHISE,202602,11720.9,10548.81,1172.09,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19693,Cherish Global Concept Ltd,DEALER,202602,11720.9,10548.81,1172.09,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379086,Sunnyplus Multi Creation Ltd,PENTAGON FRANCHISE,202602,11564.65,10408.18,1156.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
412111,Cleek Technologies Services Ltd,PENTAGON FRANCHISE,202602,11564.65,10408.18,1156.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19920,Grand Towers Communications Ltd,CONNECT STORES,202602,11302.33,10172.1,1130.23,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19551,Trust Services Investment Ltd,DATA PARTNERS,202602,11302.33,10172.1,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19680,M. Chris Communications Ltd,DATA PARTNERS,202602,11302.310000000001,10172.08,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19629,Premium First Yisab Nigeria Ltd,CONNECT STORES,202602,11302.31,6781.39,4520.92,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
349085,Face 2 Face Multimedia Ltd,ENTERPRISE BUSINESS,202602,11302.31,10172.08,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19515,Qroosh Global Concept Nigeria Ltd,DATA PARTNERS,202602,11302.309999999998,10172.08,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19351,Manequin Telecom Cctv And Office Equip Ltd,CONNECT STORES,202602,11302.289999999999,10172.06,1130.23,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
411126,Saheed Oyebanji Ltd,PENTAGON FRANCHISE,202602,11302.289999999999,10172.06,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
159043,Ozb Communications Ltd,CONNECT HUB,202602,11302.289999999999,10172.06,1130.23,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
322074,Doonfantina Concepts Nig Ltd,PENTAGON FRANCHISE,202602,11302.289999999999,10172.06,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19525,Rondake Communication Company,DATA PARTNERS,202602,11302.289999999999,10172.06,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
393085,Scosha Concept Ltd,PENTAGON FRANCHISE,202602,11146.039999999999,10031.44,1114.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19339,Cema Communication Ltd,DATA PARTNERS,202602,10883.72,9795.35,1088.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365103,The Teleshop Concepts Ltd,PENTAGON FRANCHISE,202602,10883.72,9795.35,1088.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295093,Emmaexcel Global Concept Ltd,PENTAGON FRANCHISE,202602,10883.7,9795.33,1088.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
323081,Alsadiq-Fafasad Nigeria Ltd,PENTAGON FRANCHISE,202602,10727.429999999998,9654.69,1072.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357098,El-Bethel Infotech Ltd,PENTAGON FRANCHISE,202602,10465.11,9418.6,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19960,Glory Technology Ltd,CONNECT STORES,202602,10465.11,9418.6,1046.51,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
294092,Naizoh Global Resources Ltd,PENTAGON FRANCHISE,202602,10465.109999999999,9418.6,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19328,Bodlink Telecommunications And Services Ltd,DEALER,202602,10465.09,9418.58,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294132,Obinno Communications Solutions Ltd,PENTAGON FRANCHISE,202602,10465.09,9418.58,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
255048,J5 World Ventures Ltd,PENTAGON FRANCHISE,202602,10465.09,9418.58,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
