customer_no,customer_name,part_no,part_desc,implied_units,unit_selling_price,actual_completion_date,tbl_dt
366074,Galant Communications Ltd-Lagos,1283282,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE",2,66976.74419,2026-03-05T13:43:11.000+00:00,20260305
19412,Sudha Nigeria Ltd-Orlu,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",4187,13465.11785,2026-03-05T15:07:40.000+00:00,20260305
20044,Demmy Global Resources Ltd-Ondo,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",3938,13465.11785,2026-03-05T13:07:38.000+00:00,20260305
19646,Betowan Nigeria Ltd-Oredo,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",705,13465.11785,2026-03-05T10:13:42.000+00:00,20260305
19612,Ozb Communications Ltd-Owerri,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",4254,13465.11785,2026-03-05T07:37:49.000+00:00,20260305
19776,Airtime Networks Ltd -Kano Central,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",670,13465.11785,2026-03-05T20:37:49.000+00:00,20260305
19643,Pure Silver Communications Ltd -Ogba Cs Dealer,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",276,13465.11785,2026-03-05T13:46:15.000+00:00,20260305
19966,Ringo Telecommunications Ltd-Apapa,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",66674,13465.11785,2026-03-05T08:32:51.000+00:00,20260305
405089,Maple Telecomms Ltd-Edo,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",17250,13465.11785,2026-03-05T07:37:49.000+00:00,20260305
349078,Ibrozat Multi Global Investment Ltd-Oyo,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",2,16744.18605,2026-03-05T13:43:11.000+00:00,20260305
349078,Ibrozat Multi Global Investment Ltd-Oyo,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",2,16744.18605,2026-03-05T13:43:11.000+00:00,20260305
19407,Stratford Communications Ltd-Lagos Island,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",2816,13465.11785,2026-03-05T09:47:34.000+00:00,20260305
19370,Moonwalker Connect Ltd-Silverbird Cs Dealer,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",67,13465.11785,2026-03-05T07:48:09.000+00:00,20260305
368075,Brendan- Rehoboth Global Ventures-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T11:47:42.000+00:00,20260305
368075,Brendan- Rehoboth Global Ventures-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T11:47:42.000+00:00,20260305
368075,Brendan- Rehoboth Global Ventures-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T11:47:42.000+00:00,20260305
368075,Brendan- Rehoboth Global Ventures-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T11:47:42.000+00:00,20260305
368075,Brendan- Rehoboth Global Ventures-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T11:47:42.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
323082,Akachuwkwu Global Communication Ltd-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T09:07:59.000+00:00,20260305
323082,Akachuwkwu Global Communication Ltd-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T09:07:59.000+00:00,20260305
323082,Akachuwkwu Global Communication Ltd-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T09:07:59.000+00:00,20260305
323082,Akachuwkwu Global Communication Ltd-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T09:07:59.000+00:00,20260305
323082,Akachuwkwu Global Communication Ltd-Abuja,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",5,16744.18605,2026-03-05T09:07:59.000+00:00,20260305
19471,Yisab Nigeria Ltd-Lokoja,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1267,13465.11785,2026-03-05T14:28:07.000+00:00,20260305
19363,Mobile Phoneshop Ltd-Ph1,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",2073,13465.11785,2026-03-05T09:47:34.000+00:00,20260305
19913,Golad Telecoms Ltd-Ilorin,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",6000,13465.11785,2026-03-05T07:12:56.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
19367,Moonwalker Connect Ltd-Alimosho Cs Dealer,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",20,12558.13953,2026-03-05T06:42:36.000+00:00,20260305
358072,Oshoke-Ppraise Nig Ltd-Kogi,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",3,16744.18605,2026-03-05T14:57:39.000+00:00,20260305
358072,Oshoke-Ppraise Nig Ltd-Kogi,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",3,16744.18605,2026-03-05T14:57:39.000+00:00,20260305
358072,Oshoke-Ppraise Nig Ltd-Kogi,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",3,16744.18605,2026-03-05T14:57:39.000+00:00,20260305
19579,Maryabik Global Services Ltd-Apapa Cs Dealer,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",50,13465.11785,2026-03-05T11:18:10.000+00:00,20260305
342074,3coms Raygate Ltd-Niger,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",5,13465.11785,2026-03-05T10:43:05.000+00:00,20260305
415144,Goabkem Telecommunications Ltd-Lagos,1283283,"ZTE,ROUMOD4394,ROUMOD4394,5G CPE WITH UPS,MODEM,ROUMOD4394,ROUTER TRADE",2,66976.74419,2026-03-05T10:17:56.000+00:00,20260305
415144,Goabkem Telecommunications Ltd-Lagos,1283283,"ZTE,ROUMOD4394,ROUMOD4394,5G CPE WITH UPS,MODEM,ROUMOD4394,ROUTER TRADE",2,66976.74419,2026-03-05T10:17:56.000+00:00,20260305
19321,Golden Rule Communications Ltd-Ikorodu,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1380,13465.11785,2026-03-05T18:07:41.000+00:00,20260305
19411,Sudha Nigeria Ltd-Lagos Mainland,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",6564,13465.11785,2026-03-05T09:23:11.000+00:00,20260305
337088,Dispro Nigeria Ltd-Kaduna,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",3,16744.18605,2026-03-05T10:08:04.000+00:00,20260305
337088,Dispro Nigeria Ltd-Kaduna,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",3,16744.18605,2026-03-05T10:08:04.000+00:00,20260305
337088,Dispro Nigeria Ltd-Kaduna,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",3,16744.18605,2026-03-05T10:08:04.000+00:00,20260305
20044,Demmy Global Resources Ltd-Ondo,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",34542,13465.11785,2026-03-05T19:12:48.000+00:00,20260305
19719,Cowrie Integrated Systems Ltd-Victoria Island,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",690,13465.11785,2026-03-05T07:12:56.000+00:00,20260305
19407,Stratford Communications Ltd-Lagos Island,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",5500,13465.11785,2026-03-05T09:42:40.000+00:00,20260305
385084,Vinegeneration Integrated Concept Ltd-Lagos,1283282,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE",1,66976.74419,2026-03-05T12:12:47.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19779,Akfast Logistics Concept-Badagry,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,16744.18605,2026-03-05T11:57:34.000+00:00,20260305
19894,Fantel Nigeria Ltd-Fagge,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",2000,13465.11785,2026-03-05T20:32:52.000+00:00,20260305
373071,Bukmatt Communications Ltd-Lagos,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",5,16744.18605,2026-03-05T12:07:44.000+00:00,20260305
373071,Bukmatt Communications Ltd-Lagos,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",5,16744.18605,2026-03-05T12:07:44.000+00:00,20260305
373071,Bukmatt Communications Ltd-Lagos,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",5,16744.18605,2026-03-05T12:07:44.000+00:00,20260305
373071,Bukmatt Communications Ltd-Lagos,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",5,16744.18605,2026-03-05T12:07:44.000+00:00,20260305
373071,Bukmatt Communications Ltd-Lagos,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",5,16744.18605,2026-03-05T12:07:44.000+00:00,20260305
21285,Ozb Communications Ltd-Owerri,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1747,13465.11785,2026-03-05T11:42:37.000+00:00,20260305
126032,Eficaz Communications Ltd-Yola,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",208,13465.11785,2026-03-05T14:32:47.000+00:00,20260305
303070,Bimcom Communications Ltd-Lagos,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",7,13465.11785,2026-03-05T09:03:03.000+00:00,20260305
19695,Chicadef Global Ltd -Benue,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1500,13465.11785,2026-03-05T08:42:39.000+00:00,20260305
19792,Apple Tree Nig Ltd-Ikeja,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",2072,13465.11785,2026-03-05T07:23:02.000+00:00,20260305
19323,Golden Rule Communications Ltd-Umuahia,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1333,13465.11785,2026-03-05T10:08:05.000+00:00,20260305
19407,Stratford Communications Ltd-Lagos Island,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",4149,13465.11785,2026-03-05T14:37:46.000+00:00,20260305
19422,Gwills Nigeria Ltd-Minna,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",3000,13465.11785,2026-03-05T09:07:59.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
97095,J5 World Ventures Ltd-Apapa,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",100,16744.18605,2026-03-05T07:27:47.000+00:00,20260305
