"imei","distributor_code","distributor_name","account_profile_class","product_name","product_code","data_subscription_amount","invoice_date","source","first_activation_date","tbl_dt","actual_completion_date","mon_period"
"8615550680535904","68028",Xii Energy and Resources Ltd,ENTERPRISE BUSINESS,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",25500.0,"2024-08-29",ORSC,"20260203 15:09:54",,,"202602"
"8609450641058155","60025",Almond Seal Nig Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",19210.0,"2024-04-30",ORSC,"20260207 00:04:48",,,"202602"
"8602320555448355","19518",Rayuwa Mobile Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",9350.0,"2023-11-02",ORSC,"20260211 13:46:16",,,"202602"
"8609450676746255","347066","6Cords Merchant Ltd",FIXED BROADBAND,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",600.0,"2024-12-27",ORSC,"20260204 23:13:00",,,"202602"
"8609450682346155","295082",Yisab Nigeria Ltd,PENTAGON FRANCHISE,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",50620.0,"2025-03-07",ORSC,"20251129 07:55:02",,,"202602"
"8646650712815404","310070",Confide Technologies Ltd,PENTAGON FRANCHISE,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",0.0,"2025-01-27",ORSC,"20260202 21:27:52",,,"202602"
"8609450692688555","347062",Chicago Technology Services Nig Ltd,,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",10190.0,"2025-05-27",ORSC,"20251109 11:52:26",,,"202602"
"8646650774625604","19960",,CONNECT STORES,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE","1283281",7500.0,"2025-11-24",ORSC,"20260114 10:22:10",,,"202602"
"8602320571971555","98053",Kaysmos Logistics Network Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",6000.0,"2024-03-12",ORSC,"20260226 20:55:50",,,"202602"
"8611630706149155","254048",Toldex Concept Global Technology Ltd,ENTERPRISE BUSINESS,"TOZED,ROUMIF4389,ROUMIF4389,4G MIFI,MIFI,ROUMIF4389,ROUTER TRADE","1283279",0.0,"2026-01-15",ORSC,"20260225 13:58:46",,,"202602"
"8611410713497455","296065",CCA Links Ltd,ENTERPRISE BUSINESS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",70000.0,"2024-11-11",ORSC,"20251108 09:12:40",,,"202602"
"8612230312099055","255074",Lamer Comm Continental Ltd,ENTERPRISE BUSINESS,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",14500.0,"2025-05-16",ORSC,"20260215 10:25:35",,,"202602"
"8615550687792904","19808",Bailord Ltd,DATA PARTNERS,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",0.0,"2024-10-08",ORSC,"20260128 07:10:23",,,"202602"
"8611410712705855","50046",Al-Miftah Telecommunications Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-01-17",ORSC,"20251120 14:16:33",,,"202602"
"8609450686223755","74049",Ramson International Communication And Trade Ltd,ENTERPRISE BUSINESS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",15000.0,"2025-01-25",ORSC,"20260226 14:51:25",,,"202602"
"8609450621641355","19664",Kashmir Global And Communications Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",90000.0,"2023-11-05",ORSC,"20260219 08:57:28",,,"202602"
"8626240510528001","19392",Speakeezee Connect Ltd,CONNECT STORES,"4G CAT 6,CAT 6,4G,WITH WIRELESS EXTERNAL ANTENNA, VOICE FUNCTION, WITH 5000MAH MINI UPS,MODEM,4G CAT 6,ROUTER TRADE","1204592",0.0,"2022-12-14",ORSC,"20260117 08:48:38",,,"202602"
"8672090808442055","19420",Movingstar Communications Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",7500.0,"2025-09-16",ORSC,"20251214 09:23:30",,,"202602"
"8609450637704855","19837",Darlin Ronkus Fashions,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",3500.0,"2024-04-20",ORSC,"20260219 13:34:55",,,"202602"
"8609450682734855","21247",Dtp - Joangel Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",2200.0,"2025-03-11",ORSC,"20260206 13:54:40",,,"202602"
"8609450687386855","19796",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",19410.0,"2025-03-25",ORSC,"20260128 08:40:54",,,"202602"
"8626240521964201","257067",Nkemsom Concepts Ltd,ENTERPRISE BUSINESS,"TOZED,ZLT S50 CAT6,ZLT S50 CAT6,4G , CAT 6 , INDOOR CPE,WIRELESS,ZLT S50 CAT6,ROUTER TRADE","1212361",0.0,"2024-05-27",ORSC,"20260104 04:47:20",,,"202602"
"8637030556060201","19473",Zealstar Nigeria Ltd,DEALER,"ZTE,MTNMOBILEWIRELESSWIFI,2G/3G/4G,PORTABLE WIFI HOTSPOT, INTERNET MODEM,WIRELESS,MF927U,MODEM TRADE","1059084",0.0,"2022-04-11",ORSC,"20260101 15:58:21",,,"202602"
"8682940745942255","350061",Communication Facilitators Ltd,PENTAGON,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",0.0,"2025-08-21",ORSC,"20251113 14:58:45",,,"202602"
"8609450694455855","19469",Yau Da Gobe Communication Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",11000.0,"2025-05-20",ORSC,"20260121 15:00:12",,,"202602"
"8679090700461901","98052",Movil Telecom Ltd,FIXED BROADBAND,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE","1283282",24000.0,"2025-06-30",ORSC,"20260204 15:48:06",,,"202602"
"8604910553872955","19516",Quick Choice Globar Resources,DATA PARTNERS,"ZLT,ROUWIR2440,ROUWIR2440,S20 4G CAT 4 WITH A PAIR OF RABBIT-EAR ANTENNAS,WIRELESS,ROUWIR2440,ROUTER TRADE","1212397",0.0,"2023-10-31",ORSC,"20260204 09:00:53",,,"202602"
"8609450692918855","19357",Meridek Resources International Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",0.0,"2025-05-28",ORSC,"20260131 18:42:59",,,"202602"
"8609450643044655","19793",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",0.0,"2024-07-26",ORSC,"20251019 08:19:36",,,"202602"
"8646650719142404","19755",Maiburgami Company Nigeria Ltd,DEALER,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",1485.0,"2025-02-14",ORSC,"20260214 16:47:12",,,"202602"
"8602320515593955","71031",Hermmson Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",1000.0,"2022-12-12",ORSC,"20260202 20:31:57",,,"202602"
"8609450615838255","19411",Sudha Nigeria Ltd,DEALER,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",0.0,"2023-11-14",ORSC,"20260120 20:57:49",,,"202602"
"8602320524414555","19658",Image Imagination Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2023-01-09",ORSC,"20260204 22:42:02",,,"202602"
"8612230304447855","19880",,CONNECT STORES,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",14700.0,"2025-05-19",ORSC,"20260224 17:57:43",,,"202602"
"8693380705204904","54253",Carlcon Global Resources Ltd,DATA PARTNERS,"ZTE,ROUMOD4394,ROUMOD4394,5G CPE WITH UPS,MODEM,ROUMOD4394,ROUTER TRADE","1283283",0.0,"2025-09-30",ORSC,"20260227 18:21:13",,,"202602"
"8611630705175555","19903",,CONNECT STORES,"TOZED,ROUMIF4389,ROUMIF4389,4G MIFI,MIFI,ROUMIF4389,ROUTER TRADE","1283279",0.0,"2025-11-28",ORSC,"20260112 11:03:02",,,"202602"
"8663430622351306","19343",,CONNECT STORES,"ZTE,MF293N CAT4,MF293N CAT4,4G , CAT 4 , INDOOR CPE,WIRELESS,MF293N CAT4,ROUTER TRADE","1212364",0.0,"2023-10-06",ORSC,"20260218 01:19:57",,,"202602"
"8609450690476255","350060",Arche Fortune Global Investment Nigeria Ltd,PENTAGON,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",490.0,"2025-04-17",ORSC,"20251004 13:25:33",,,"202602"
"8612230312003955","253047",Muneso Business Hub Ltd,ENTERPRISE BUSINESS,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",5175.0,"2025-05-30",ORSC,"20260227 23:19:36",,,"202602"
"8609450616764455","19678",Lookman Communications Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",33750.0,"2023-10-28",ORSC,"20260209 11:21:16",,,"202602"
"8602320545916855","19448",V-Lite Solutions Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2023-05-31",ORSC,"20251102 23:56:28",,,"202602"
"8682940751901555","265054",Olumajek IT Continental Ltd,FIXED BROADBAND,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",0.0,"2026-01-18",ORSC,"20260219 01:08:55",,,"202602"
"8693380714406304","19437",,CONNECT STORES,"ZTE,ROUMOD4394,ROUMOD4394,5G CPE WITH UPS,MODEM,ROUMOD4394,ROUTER TRADE","1283283",0.0,"2025-11-27",ORSC,"20251218 12:58:27",,,"202602"
"8602320563769555","19488",Nelix Engineering Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",28940.0,"2024-01-31",ORSC,"20260212 18:56:31",,,"202602"
"8682940751313655","19643",,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",0.0,"2025-09-20",ORSC,"20260202 16:08:53",,,"202602"
"8612230303362755","26036",Segfat 33 Great Nigeria Ltd,DATA PARTNERS,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",980.0,"2024-12-10",ORSC,"20260207 14:22:54",,,"202602"
"8602320553556755","19501",Nother Global Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",8185.0,"2023-10-07",ORSC,"20260213 09:57:09",,,"202602"
"8682940752289355","19597",,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",9000.0,"2025-12-22",ORSC,"20260207 12:39:55",,,"202602"
"8672090804103055","206055",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",4985.0,"2025-07-31",ORSC,"20251030 10:54:59",,,"202602"
"8672090808112955","19437",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",3500.0,"2025-12-11",ORSC,"20260204 20:25:25",,,"202602"
"8602320576734955","115058",Keskese Ltd,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",23400.0,"2024-04-08",ORSC,"20260108 16:26:54",,,"202602"
"8646650768516104","19582",,CONNECT STORES,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE","1283281",1485.0,"2025-09-17",ORSC,"20260131 09:42:41",,,"202602"
"8663030307489455","239048",Aua-Technologies Ltd,FIXED BROADBAND,"ASIATELCO,ROUWIR4330,ROUWIR4330,GL738 4G CAT4 CPE PLUS UPS, 5000MAH,WIRELESS,ROUWIR4330,ROUTER TRADE","1236646",2000.0,"2025-04-25",ORSC,"20251226 17:32:49",,,"202602"
"8672090814548755","379092",Stephprisca Solutions Ltd,PENTAGON,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",1390.0,"2025-08-14",ORSC,"20260128 15:34:48",,,"202602"
"8626240515090901","19424",Hamaz Communication Ltd,DATA PARTNERS,"4G CAT 6,CAT 6,4G,WITH WIRELESS EXTERNAL ANTENNA, VOICE FUNCTION, WITH 5000MAH MINI UPS,MODEM,4G CAT 6,ROUTER TRADE","1204592",17800.0,"2023-03-16",ORSC,"20260124 21:41:18",,,"202602"
"8646650712548755","74050",Nestobar Nigeria Ltd,FIXED BROADBAND,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",13410.0,"2024-12-27",ORSC,"20251030 13:01:56",,,"202602"
"8609450607755555","50046",Al-Miftah Telecommunications Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",9487.52,"2023-09-13",ORSC,"20260222 15:22:42",,,"202602"
"8611410719675555","19556",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-01-17",ORSC,"20260225 23:54:03",,,"202602"
"8623780605529001","332062",Nwonyo Global Service Ltd,PENTAGON,"TOZED,MODWIR4342,MODWIR4342,5G CPE WIFI 6 AX1800 WITH UPS50,WIRELESS,MODWIR4342,MODEM TRADE","1280129",70250.0,"2025-04-09",ORSC,"20260224 00:25:48",,,"202602"
"8602320572922255","19910",Gobir Jega Investment Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",9880.0,"2024-06-11",ORSC,"20260205 20:10:26",,,"202602"
"8682940751204455","19793",,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",9000.0,"2025-12-22",ORSC,"20260206 10:08:23",,,"202602"
"8602320543303555","19469",Yau Da Gobe Communication Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",5150.0,"2023-03-28",ORSC,"20260215 09:43:18",,,"202602"
"8663430620500806","19554",Tunnet Ventures Ltd,DATA PARTNERS,"ZTE,MF293N CAT4,MF293N CAT4,4G , CAT 4 , INDOOR CPE,WIRELESS,MF293N CAT4,ROUTER TRADE","1212364",0.0,"2023-10-17",ORSC,"20260118 09:04:35",,,"202602"
"8672090813418955","19596",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",52600.0,"2025-09-19",ORSC,"20260224 00:26:09",,,"202602"
"8609450617921055","19357",Meridek Resources International Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",18985.0,"2023-11-13",ORSC,"20260222 00:29:28",,,"202602"
"8626240521910601","275053",Global Phonelinz Systems Ltd,ENTERPRISE BUSINESS,"TOZED,ZLT S50 CAT6,ZLT S50 CAT6,4G , CAT 6 , INDOOR CPE,WIRELESS,ZLT S50 CAT6,ROUTER TRADE","1212361",7500.0,"2024-05-14",ORSC,"20260126 14:28:07",,,"202602"
"8602320585145855","311077",Fantel Technologies Ltd,,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2024-07-10",ORSC,"20260223 12:55:16",,,"202602"
"8611410714376255","257067",Nkemsom Concepts Ltd,ENTERPRISE BUSINESS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2024-11-11",ORSC,"20251220 22:24:31",,,"202602"
"8602320566045155","19448",V-Lite Solutions Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",12250.0,"2024-03-04",ORSC,"20260225 12:44:07",,,"202602"
"8663430619774755","98053",Kaysmos Logistics Network Ltd,FIXED BROADBAND,"ZTE,MF293N CAT4,MF293N CAT4,4G , CAT 4 , INDOOR CPE,WIRELESS,MF293N CAT4,ROUTER TRADE","1212364",23500.0,"2023-09-19",ORSC,"20251126 21:53:41",,,"202602"
"8682940751206455","19793",,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",0.0,"2025-12-22",ORSC,"20260216 16:27:10",,,"202602"
"8609450643141155","19901",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",24740.0,"2024-07-19",ORSC,"20260218 21:37:19",,,"202602"
"8699900613367201","357098",El-Bethel Infotech Ltd,PENTAGON,"ZTE,ZTE MC888D 5G CPE,ZTE MC888D 5G CPE,DEVICE,ROUTER,ZTE MC888D 5G CPE,ROUTER TRADE","1229477",40000.0,"2025-05-29",ORSC,"20251130 14:46:37",,,"202602"
"8679090702343601","26034",T-Smart Nigeria Ltd,DATA PARTNERS,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE","1283282",11000.0,"2025-09-30",ORSC,"20251206 11:07:25",,,"202602"
"8602320537897555","90031",Ori Communications Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2023-03-30",ORSC,"20260113 19:59:57",,,"202602"
"8611410722813055","353061",Precious Nigeria Ltd,,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",300.0,"2025-01-20",ORSC,"20260209 21:29:26",,,"202602"
"8602320528769455","19902",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",7950.0,"2026-01-10",ORSC,"20260123 16:29:21",,,"202602"
"8626240509929701","121038",CCA Links Ltd,FIXED BROADBAND,"WIRELESS EXTERNAL ANTENNA, WITH VOICE FUNCTION, WITH 5000MAH MINI UPS, 4G CAT 6, ANTENNA, UNIT TRADE","1204592",16000.0,"2022-12-19",ORSC,"20260103 18:50:26",,,"202602"
"8663030306273455","349071",Dtech Support Services Ltd,PENTAGON,"ASIATELCO,ROUWIR4330,ROUWIR4330,GL738 4G CAT4 CPE PLUS UPS, 5000MAH,WIRELESS,ROUWIR4330,ROUTER TRADE","1236646",7500.0,"2025-03-07",ORSC,"20260215 19:03:36",,,"202602"
"8612230311639055","349067",Grace and Glory Telecoms Ltd,PENTAGON,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",2200.0,"2025-07-31",ORSC,"20260216 19:41:50",,,"202602"
"8696010502387500","19618",Phone Index Ltd,CONNECT STORES,"TOZED,MODOUT1813,MODOUT1813,ZLT X20 5G CPE,OUTDOOR,MODOUT1813,MODEM TRADE","1199811",9000.0,"2024-03-23",ORSC,"20251216 05:47:27",,,"202602"
"8611410724718055","319058",Dake Ventures Resources Ltd,,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-03-03",ORSC,"20260120 10:19:09",,,"202602"
"8612230307242155","19622",Pko Technologies Ltd,DATA PARTNERS,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",11000.0,"2025-04-22",ORSC,"20260225 00:02:22",,,"202602"
"8602320538656955","73037",Stephprisca Solutions Ltd,ENTERPRISE BUSINESS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",1000.0,"2023-05-26",ORSC,"20260226 14:33:25",,,"202602"
"8611410730319655","98052",Movil Telecom Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",63000.0,"2025-02-15",ORSC,"20260119 10:02:57",,,"202602"
"8612230312232955","19537",,CONNECT STORES,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",0.0,"2025-05-19",ORSC,"20260115 18:51:53",,,"202602"
"8609450684872855","336060",C and C Mega Communication Services Ltd,,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",36470.0,"2025-03-07",ORSC,"20260227 15:04:21",,,"202602"
"8602320576662955","19327",Blue Pyramid Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",22350.0,"2024-04-05",ORSC,"20260213 18:45:39",,,"202602"
"8611410727688955","19959",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-02-13",ORSC,"20251104 03:10:26",,,"202602"
"8682940743802855","159043",Ozb Communications Ltd,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",3780.0,"2025-08-20",ORSC,"20251126 16:28:59",,,"202602"
